complaint_id,date_received,province,district,operator,service_type,complaint_category,channel,description,customer_age,customer_gender,status,resolution_days,satisfaction_score
RURA-ICT-00628,08-26-2024,Kigali City,Nyarugenge,REG-ICT,Mobile Money,SIM Registration Issue,Web Portal,,51,Female,Resolved,2,2
RURA-ICT-00503,26-Jul-2023,Western Province,Karongi,MTN,Fixed Voice,SIM Registration Issue,Email,Complainant charged twice for the same data bundle.,16,Female,OPEN,,4
RURA-ICT-00700,2023-01-04,Northern Province,Burera,airtel rwanda,Fixed Voice,Mobile Money Fraud/Scam,Web Portal,Received suspicious SMS asking for mobile money PIN.,77,male,In Progress,22,
RURA-ICT-00244,2024-12-29,Northern Province,Burera,Airtel Rwanda,SMS,Customer Care Unresponsive,Walk-in,SIM card registered under wrong national ID.,48,M,open,,1
RURA-ICT-00767,2024-07-06,Northern Province,Gakenke,Airtel Rwanda,SMS,Slow Internet Speed,Email,Delay of over a week in activating new fixed internet line.,18,,OPEN,,
RURA-ICT-00461,2024-03-20,Western Province,Karongi,AIRTEL,Mobile Money,Service Activation Delay,USSD,,62,Other,In Progress,4,3
RURA-ICT-00816,03-Feb-2024,Western Province,Nyabihu,broadband systems,Fixed Internet,Service Activation Delay,USSD,Received unsolicited promotional SMS despite opt-out request.,17,female,Resolved,11,2
RURA-ICT-00895,2023-06-22,Western Province,Nyamasheke,M.T.N Rwanda,Mobile Voice,Customer Care Unresponsive,Call Center,Complainant charged twice for the same data bundle.,83,M,Resolved,999,-1
RURA-ICT-00703,05-13-2024,Kigali City,Kicukiro,Liquid Telecom,Fixed Internet,SIM Registration Issue,USSD,Billed for services not subscribed to.,17,female,closed,10,5
RURA-ICT-00290,2024-07-06,Eastern Province,Nyagatare,,Mobile Voice,Poor Network Quality,Social Media,Delay of over a week in activating new fixed internet line.,71,,OPEN,,1
RURA-ICT-00396,04-01-2024,Southern Province,Huye,MTN Rwanda,Fixed Internet,Poor Network Quality,USSD,Billed for services not subscribed to.,52,male,open,,
RURA-ICT-00661,02-Feb-2024,Western Province,Rubavu,Liquid Telecom,Mobile Data/Internet,Slow Internet Speed,Social Media,Mobile money transfer deducted but recipient did not receive funds.,60,Other,open,,5
RURA-ICT-00586,2023-06-20,Northern Province,Burera,Liquid Telecom,Fixed Internet,Service Activation Delay,USSD,Billed for services not subscribed to.,64,F,open,,
RURA-ICT-00488,2024-03-23,Northern Province,Rulindo,,Fixed Voice,Customer Care Unresponsive,Call Center,Customer care line not answering after multiple attempts.,77,male,closed,4,3
RURA-ICT-00665,07-23-2023,Eastern Province,Nyagatre,Airtel Rwanda,Mobile Voice,Data Bundle Deduction Issue,Email,No network coverage since yesterday evening.,77,Other,closed,25,
RURA-ICT-00021,18/12/2023,Kigali City,Nyarugenge,REG-ICT,Mobile Money,Mobile Money Fraud/Scam,USSD,,49,Other,Closed,29,1
RURA-ICT-00076,2024-03-07,Northern Province,Gakenke,Liquid Telecom Rwanda,Mobile Data/Internet,Mobile Money Fraud/Scam,Call Center,,76,Other,OPEN,,5
RURA-ICT-00559,31/07/2023,Eastern Province,Kayonza,MTN,SMS,Data Bundle Deduction Issue,Social Media,Internet speed far below advertised package.,55,,open,,4
RURA-ICT-00578,04/11/2023,Western Province,Ngororero,Broadband Systems Corporation,Fixed Internet,Network Outage,Social Media,Complainant charged twice for the same data bundle.,38,male,resolved,9,4
RURA-ICT-00092,2023-06-04,Kigali City,Kicukiro,,Mobile Data/Internet,SIM Registration Issue,USSD,Received unsolicited promotional SMS despite opt-out request.,59,F,Pending,,2
RURA-ICT-00644,26-Apr-2023,Kigali City,Gasabo,airtel rwanda,Mobile Data/Internet,Data Bundle Deduction Issue,Social Media,Complainant charged twice for the same data bundle.,51,Male,Pending,,
RURA-ICT-00510,18/08/2024,Kigali City,Kicukiro,liquid telecom,Fixed Voice,Network Outage,Social Media,Mobile money transfer deducted but recipient did not receive funds.,52,Male,Resolved,16,1
RURA-ICT-00230,05-11-2024,Southern Province,Nyaruguru,,Mobile Voice,Mobile Money Transaction Failure,Social Media,Internet speed far below advertised package.,81,Male,Closed,22,2
RURA-ICT-00049,25/09/2024,Western Province,Nyamasheke,MTN,Mobile Voice,Customer Care Unresponsive,Social Media,Delay of over a week in activating new fixed internet line.,64,Other,In Progress,9,4
RURA-ICT-00581,01-Mar-2023,Eastern Province,Ngoma,liquid telecom,Fixed Voice,Unsolicited SMS/Spam,Web Portal,,47,Female,Resolved,29,1
RURA-ICT-00888,2023-11-18,Northern Province,Gicumbi,Airtel,Mobile Voice,Customer Care Unresponsive,Web Portal,Received unsolicited promotional SMS despite opt-out request.,45,female,Pending,,5
RURA-ICT-00397,2023-05-05,Kigali City,Nyarugenge,MTN Rwanda,SMS,Service Activation Delay,Walk-in,Billed for services not subscribed to.,0,,In Progress,28,2
RURA-ICT-00060,22-Nov-2023,Eastern Province,Ngoma,Airtel,SMS,Data Bundle Deduction Issue,Walk-in,Customer reports repeated call drops in Ngoma.,64,,resolved,25,2
RURA-ICT-00577,2024-05-07,Northern Province,Gakenke,airtel rwanda,Mobile Money,Slow Internet Speed,Social Media,Received suspicious SMS asking for mobile money PIN.,62,,Closed,15,5
RURA-ICT-00004,2023-03-13,Kigali City,Nyarugenge,liquid telecom,SMS,SIM Registration Issue,USSD,,53,F,Closed,27,
RURA-ICT-00391,04-Jun-2023,Southern Province,Gisagara,Liquid Telecom Rwanda,Fixed Voice,Poor Network Quality,USSD,Delay of over a week in activating new fixed internet line.,38,male,OPEN,,2
RURA-ICT-00007,21-Aug-2024,Northern Province,Gicumbi,Airtel,Fixed Voice,Customer Care Unresponsive,USSD,,67,female,closed,4,1
RURA-ICT-00240,08/10/2024,Eastern Province,Nyagatare,Broadband Systems Corporation,Mobile Money,Billing Dispute,Call Center,SIM card registered under wrong national ID.,23,M,Pending,,2
RURA-ICT-00701,30-Apr-2024,Southern Province,Nyanza,Airtel,Mobile Money,Unsolicited SMS/Spam,Walk-in,Billed for services not subscribed to.,38,male,Open,,2
RURA-ICT-00107,14/12/2023,Southern Province,Gisagara,mtn rwanda,Fixed Internet,Data Bundle Deduction Issue,Web Portal,Internet speed far below advertised package.,79,female,Pending,,5
RURA-ICT-00548,12-30-2024,Western Province,Karongi,REG ICT,Fixed Internet,Customer Care Unresponsive,Social Media,SIM card registered under wrong national ID.,77,Other,OPEN,,5
RURA-ICT-00040,2023-07-23,Northern Province,Gicumbi,M.T.N Rwanda,Mobile Voice,Mobile Money Fraud/Scam,USSD,Internet speed far below advertised package.,47,F,resolved,9,5
RURA-ICT-00894,16/02/2024,Southern Province,Nyamagabe,AIRTEL,Mobile Money,Unsolicited SMS/Spam,Call Center,Received suspicious SMS asking for mobile money PIN.,26,female,OPEN,,1
RURA-ICT-00330,2024-04-24,Southern Province,Kamonyi,,Mobile Voice,Network Outage,Walk-in,Complainant charged twice for the same data bundle.,69,female,Pending,,1
RURA-ICT-00742,2023-03-01,Kigali City,Kicukiro,mtn rwanda,Fixed Internet,Service Activation Delay,USSD,Internet speed far below advertised package.,56,F,Closed,8,3
RURA-ICT-00174,12-23-2023,Eastern Province,Nyagatare,liquid telecom,Fixed Internet,Slow Internet Speed,Social Media,Complainant charged twice for the same data bundle.,38,male,In Progress,18,
RURA-ICT-00738,2023-11-09,Northern Province,Burera,Broadband Systems Corporation,Fixed Voice,Data Bundle Deduction Issue,USSD,Billed for services not subscribed to.,60,M,Open,,3
RURA-ICT-00634,12-22-2023,Northern Province,Gicumbi,MTN,Mobile Data/Internet,Customer Care Unresponsive,Call Center,Billed for services not subscribed to.,49,Male,Open,,5
RURA-ICT-00018,08-20-2024,Western Province,Rusizi,,Mobile Voice,Slow Internet Speed,Call Center,Billed for services not subscribed to.,42,female,resolved,12,
RURA-ICT-00548,12-30-2024,Western Province,Karongi,REG ICT,Fixed Internet,Customer Care Unresponsive,Social Media,SIM card registered under wrong national ID.,77,Other,OPEN,,5
RURA-ICT-00315,28-Aug-2024,Eastern Province,Kirehe,REG ICT,SMS,Unsolicited SMS/Spam,Walk-in,No network coverage since yesterday evening.,71,male,pending ,,4
RURA-ICT-00420,19/09/2024,Kigali City,Kicukiro,liquid telecom,Mobile Voice,Mobile Money Fraud/Scam,Social Media,,26,female,closed,1,3
RURA-ICT-00067,06/11/2024,Northern Province,Gakenke,Liquid Telecom Rwanda,Fixed Voice,Mobile Money Transaction Failure,USSD,Billed for services not subscribed to.,21,male,closed,1,2
RURA-ICT-00702,2023-04-23,Kigali City,Nyarugenge,Liquid Telecom,SMS,Network Outage,Social Media,Customer care line not answering after multiple attempts.,53,Female,Closed,5,1
RURA-ICT-00541,19/12/2023,Western Province,Rutsiro,Airtel Rwanda,Mobile Data/Internet,Customer Care Unresponsive,USSD,Internet speed far below advertised package.,41,F,Open,,4
RURA-ICT-00059,16-Aug-2024,Northern Province,musanze,liquid telecom,Mobile Money,Network Outage,Email,Delay of over a week in activating new fixed internet line.,73,Other,closed,17,4
RURA-ICT-00879,02-10-2023,Western Province,Rubavu,liquid telecom,Fixed Voice,Slow Internet Speed,Social Media,,72,Other,resolved,16,
RURA-ICT-00561,04-04-2023,Northern Province,Gakenke,liquid telecom,Fixed Internet,Unsolicited SMS/Spam,Social Media,Customer reports repeated call drops in Gakenke.,74,female,In Progress,22,4
RURA-ICT-00891,06-Aug-2024,Northern Province,Rulindo,liquid telecom,Fixed Voice,Service Activation Delay,Email,Mobile money transfer deducted but recipient did not receive funds.,85,female,Resolved,19,
RURA-ICT-00165,31/08/2024,Eastern Province,Ngoma,REG ICT,Mobile Money,Unsolicited SMS/Spam,Email,Billed for services not subscribed to.,41,Other,resolved,30,3
RURA-ICT-00571,15/04/2023,Western Province,Nyamasheke,MTN Rwanda,Mobile Data/Internet,Data Bundle Deduction Issue,Email,Customer care line not answering after multiple attempts.,28,female,In Progress,22,2
RURA-ICT-00295,27-Apr-2024,Western Province,Rutsiro,MTN,Fixed Internet,Service Activation Delay,Call Center,No network coverage since yesterday evening.,150,Female,open,,5
RURA-ICT-00542,2023-06-16,Eastern Province,Nyagatare,,Mobile Money,Slow Internet Speed,Email,SIM card registered under wrong national ID.,21,Other,resolved,0,2
RURA-ICT-00617,05-01-2023,Eastern Province,Kirehe,Broadband Systems Corporation,Mobile Money,Poor Network Quality,Email,Received unsolicited promotional SMS despite opt-out request.,53,male,Closed,23,4
RURA-ICT-00252,2024-05-14,Eastern Province,Bugesera,liquid telecom,Mobile Voice,Service Activation Delay,Web Portal,Customer care line not answering after multiple attempts.,72,M,OPEN,,
RURA-ICT-00072,24/08/2024,Western Province,Rusizi,BSC,Mobile Money,Service Activation Delay,Web Portal,Internet speed far below advertised package.,28,Other,pending ,,3
RURA-ICT-00452,02-Feb-2023,Eastern Province,Kirehe,REG ICT,SMS,SIM Registration Issue,USSD,Customer reports repeated call drops in Kirehe.,31,,pending ,,4
RURA-ICT-00026,2023-01-29,Kigali City,Kicukiro,liquid telecom,SMS,Data Bundle Deduction Issue,Web Portal,SIM card registered under wrong national ID.,49,Male,pending ,,3
RURA-ICT-00450,16-May-2024,Eastern Province,Kirehe,REG ICT,Mobile Data/Internet,Unsolicited SMS/Spam,Call Center,Received suspicious SMS asking for mobile money PIN.,33,M,open,,
RURA-ICT-00739,2023-02-28,Southern Province,Kamonyi,mtn rwanda,Fixed Voice,Slow Internet Speed,Social Media,,52,Other,resolved,23,5
RURA-ICT-00674,14-Aug-2024,Eastern Province,Kayonza,REG ICT,Mobile Data/Internet,Slow Internet Speed,Web Portal,Customer reports repeated call drops in Kayonza.,65,Male,resolved,10,4
RURA-ICT-00344,2023-05-25,Northern Province,Burera,,Mobile Money,Customer Care Unresponsive,Social Media,,83,M,In Progress,1,
RURA-ICT-00200,09/09/2023,Northern Province,Rulindo,liquid telecom,Fixed Internet,Mobile Money Transaction Failure,Web Portal,,,,pending ,,
RURA-ICT-00643,2023-12-23,Eastern Province,Nyagatare,Broadband Systems Corporation,Fixed Voice,Service Activation Delay,Email,Received suspicious SMS asking for mobile money PIN.,79,female,In Progress,25,1
RURA-ICT-00790,04-10-2023,Northern Province,Burera,MTN RWANDA,Mobile Voice,Network Outage,Social Media,SIM card registered under wrong national ID.,40,M,Open,,3
RURA-ICT-00231,2024-04-12,Western Province,Rutsiro,MTN,Mobile Data/Internet,Mobile Money Transaction Failure,Call Center,Customer reports repeated call drops in Rutsiro.,41,male,Closed,14,1
RURA-ICT-00066,05-Nov-2024,Northern Province,Rulindo,REG ICT,SMS,Mobile Money Fraud/Scam,Web Portal,Customer reports repeated call drops in Rulindo.,22,Other,closed,28,
RURA-ICT-00518,24/02/2023,Western Province,Ngororero,M.T.N Rwanda,Mobile Voice,Mobile Money Transaction Failure,USSD,Delay of over a week in activating new fixed internet line.,80,M,pending ,,
RURA-ICT-00299,2024-02-21,Northern Province,Gakenke,AIRTEL,Fixed Internet,Slow Internet Speed,Call Center,No network coverage since yesterday evening.,80,male,closed,3,3
RURA-ICT-00875,22/08/2024,Southern Province,Gisagara,MTN RWANDA,Mobile Money,Poor Network Quality,Web Portal,Internet speed far below advertised package.,78,male,Pending,,
RURA-ICT-00390,2023-05-10,Kigali City,Nyarugenge,liquid telecom,SMS,Network Outage,Email,Complainant charged twice for the same data bundle.,51,male,Pending,,
RURA-ICT-00401,02-04-2024,Eastern Province,Rwamagana,Broadband Systems Corporation,Fixed Voice,Service Activation Delay,Call Center,Billed for services not subscribed to.,58,,Open,,5
RURA-ICT-00058,07-Sep-2023,Eastern Province,Gatsibo,liquid telecom,Fixed Voice,Mobile Money Fraud/Scam,Social Media,Customer care line not answering after multiple attempts.,65,Female,Pending,,5
RURA-ICT-00660,28-Feb-2024,Northern Province,Rulindo,liquid telecom,SMS,SIM Registration Issue,Email,Billed for services not subscribed to.,21,M,open,,2
RURA-ICT-00766,02-Oct-2023,Southern Province,Nyamagabe,BSC,Fixed Internet,Data Bundle Deduction Issue,Social Media,Customer reports repeated call drops in Nyamagabe.,59,M,closed,13,
RURA-ICT-00474,22-Jun-2024,Western Province,Nyamasheke,Airtel Rwanda,Mobile Money,Billing Dispute,USSD,Customer reports repeated call drops in Nyamasheke.,74,Other,open,,
RURA-ICT-00359,03/10/2024,Northern Province,Burera,Airtel Rwanda,Fixed Internet,Mobile Money Fraud/Scam,Email,Received suspicious SMS asking for mobile money PIN.,32,Female,Pending,,
RURA-ICT-00180,03-02-2023,Western Province,Ngororero,Broadband Systems Corporation,SMS,Billing Dispute,Walk-in,,84,Male,Closed,22,
RURA-ICT-00257,2024-04-08,Eastern Province,Ngoma,,SMS,Unsolicited SMS/Spam,Web Portal,,0,M,Resolved,26,3
RURA-ICT-00350,22/11/2023,Western Province,Rusizi,Liquid Telecom Rwanda,SMS,Customer Care Unresponsive,Web Portal,No network coverage since yesterday evening.,56,,open,,3
RURA-ICT-00157,2023-04-08,Kigali City,Nyarugenge,MTN,Mobile Voice,Unsolicited SMS/Spam,Social Media,Delay of over a week in activating new fixed internet line.,76,male,Resolved,-2,3
RURA-ICT-00015,31/08/2023,Northern Province,Musanze,REG-ICT,Mobile Voice,Service Activation Delay,USSD,Complainant charged twice for the same data bundle.,77,Female,Open,,1
RURA-ICT-00583,29-Jun-2024,Kigali City,Nyarugenge,AIRTEL,Mobile Data/Internet,Data Bundle Deduction Issue,Email,Received unsolicited promotional SMS despite opt-out request.,68,F,closed,18,3
RURA-ICT-00045,11-10-2024,Eastern Province,Bugesera,MTN Rwanda,Mobile Money,Mobile Money Transaction Failure,Social Media,Received suspicious SMS asking for mobile money PIN.,83,female,Closed,23,3
RURA-ICT-00326,10-Feb-2023,Eastern Province,Gatsibo,Airtel Rwanda,Fixed Voice,Data Bundle Deduction Issue,Email,Received suspicious SMS asking for mobile money PIN.,53,Other,OPEN,,
RURA-ICT-00743,20/02/2023,Southern Province,Ruhango,Airtel,Fixed Voice,Billing Dispute,Walk-in,Billed for services not subscribed to.,20,Male,In Progress,27,3
RURA-ICT-00216,2023-12-06,Kigali City,Gasabo,REG-ICT,Fixed Voice,Slow Internet Speed,Call Center,No network coverage since yesterday evening.,56,Male,Pending,,1
RURA-ICT-00787,11/01/2023,Eastern Province,Kayonza,,Mobile Data/Internet,Data Bundle Deduction Issue,Email,,83,Female,OPEN,,
RURA-ICT-00194,16-Dec-2024,Northern Province,Burera,REG ICT,Fixed Internet,Slow Internet Speed,Web Portal,Received suspicious SMS asking for mobile money PIN.,46,M,open,,
RURA-ICT-00786,03-21-2024,Northern Province,Rulindo,REG ICT,Fixed Internet,Mobile Money Fraud/Scam,Web Portal,Received unsolicited promotional SMS despite opt-out request.,62,Other,open,,3
RURA-ICT-00516,13-Oct-2024,Eastern Province,Ngoma,BSC,Fixed Voice,Slow Internet Speed,Walk-in,Received unsolicited promotional SMS despite opt-out request.,73,Male,OPEN,,3
RURA-ICT-00679,2024-09-13,Eastern Province,Bugesera,Airtel,Mobile Money,Network Outage,Walk-in,Billed for services not subscribed to.,59,female,In Progress,19,1
RURA-ICT-00043,05-21-2024,Eastern Province,Kayonza,broadband systems,SMS,Service Activation Delay,Social Media,Customer reports repeated call drops in Kayonza.,43,female,Resolved,10,
RURA-ICT-00788,02-04-2023,Southern Province,Nyamagabe,mtn rwanda,Mobile Money,Customer Care Unresponsive,Call Center,Received suspicious SMS asking for mobile money PIN.,66,M,In Progress,22,
RURA-ICT-00612,20-Dec-2023,Western Province,Nyamasheke,REG-ICT,Mobile Voice,Billing Dispute,Email,No network coverage since yesterday evening.,32,male,resolved,-2,2
RURA-ICT-00453,18-Jun-2023,Eastern Province,Kirehe,MTN Rwanda,Mobile Data/Internet,Customer Care Unresponsive,Web Portal,,55,,closed,3,4
RURA-ICT-00147,04-Jul-2024,Western Province,Nyamasheke,BSC,Mobile Data/Internet,Mobile Money Fraud/Scam,Social Media,,44,male,OPEN,,2
RURA-ICT-00757,19/04/2023,Southern Province,Ruhango,Broadband Systems Corporation,Mobile Data/Internet,Mobile Money Fraud/Scam,Email,,34,F,In Progress,26,2
RURA-ICT-00449,10-Mar-2024,Northern Province,Musanze,airtel rwanda,Mobile Data/Internet,Slow Internet Speed,Social Media,Mobile money transfer deducted but recipient did not receive funds.,50,,open,,5
RURA-ICT-00380,2024-11-09,Eastern Province,Bugesera,broadband systems,Mobile Money,Customer Care Unresponsive,Web Portal,No network coverage since yesterday evening.,78,F,Closed,14,0
RURA-ICT-00631,12-Feb-2024,Southern Province,Muhanga,Liquid Telecom Rwanda,SMS,Network Outage,Web Portal,,81,F,Closed,24,5
RURA-ICT-00447,30/03/2024,Kigali City,Gasabo,BSC,Fixed Internet,Slow Internet Speed,Web Portal,Billed for services not subscribed to.,53,,closed,2,4
RURA-ICT-00248,2024-06-07,Kigali City,Nyarugenge,MTN Rwanda,SMS,Service Activation Delay,Social Media,Complainant charged twice for the same data bundle.,28,male,OPEN,,4
RURA-ICT-00070,10-15-2024,Southern Province,Nyanza,BSC,Fixed Voice,Service Activation Delay,Email,Internet speed far below advertised package.,45,Other,In Progress,999,2
RURA-ICT-00826,25-Jan-2023,Eastern Province,Ngoma,REG-ICT,Fixed Voice,Slow Internet Speed,Web Portal,,23,male,pending ,,1
RURA-ICT-00711,23-Jun-2024,Western Province,Ngororero,broadband systems,Mobile Data/Internet,Data Bundle Deduction Issue,Social Media,No network coverage since yesterday evening.,80,female,open,,4
RURA-ICT-00781,2023-06-10,Kigali City,Nyarugenge,BSC,Mobile Voice,Network Outage,USSD,Delay of over a week in activating new fixed internet line.,44,female,Pending,,2
RURA-ICT-00086,16/03/2024,Kigali City,gasabo,airtel rwanda,Mobile Money,SIM Registration Issue,Call Center,Customer care line not answering after multiple attempts.,84,Female,Open,,3
RURA-ICT-00189,2023-03-30,Eastern Province,Ngoma,Airtel,Fixed Internet,Slow Internet Speed,Web Portal,Mobile money transfer deducted but recipient did not receive funds.,31,,Pending,,4
RURA-ICT-00398,04-09-2024,Kigali City,Nyarugenge,airtel rwanda,Mobile Money,Unsolicited SMS/Spam,Web Portal,Billed for services not subscribed to.,57,male,open,,
RURA-ICT-00854,27-Jan-2023,Southern Province,Kamonyi,airtel rwanda,Mobile Voice,Billing Dispute,Social Media,Internet speed far below advertised package.,42,,open,,
RURA-ICT-00039,12-Aug-2023,Kigali City,Gasabo,REG-ICT,Mobile Data/Internet,Billing Dispute,Social Media,Delay of over a week in activating new fixed internet line.,63,Male,open,,1
RURA-ICT-00235,10-17-2024,Western Province,Nyamasheke,liquid telecom,Mobile Voice,Unsolicited SMS/Spam,Call Center,Received suspicious SMS asking for mobile money PIN.,49,male,Resolved,16,1
RURA-ICT-00115,13-May-2023,Eastern Province,Gatsibo,REG ICT,Mobile Data/Internet,Customer Care Unresponsive,Web Portal,No network coverage since yesterday evening.,23,F,In Progress,9,
RURA-ICT-00191,16-Feb-2023,Northern Province,Gicumbi,MTN,Fixed Internet,Mobile Money Transaction Failure,USSD,Customer reports repeated call drops in Gicumbi.,30,male,In Progress,-2,3
RURA-ICT-00491,09-29-2023,Eastern Province,Gatsibo,Liquid Telecom,SMS,Unsolicited SMS/Spam,Web Portal,Delay of over a week in activating new fixed internet line.,39,Female,Pending,,
RURA-ICT-00481,11-Feb-2023,Kigali City,Kicukiro,Liquid Telecom Rwanda,Fixed Voice,Unsolicited SMS/Spam,Social Media,Customer care line not answering after multiple attempts.,78,Other,open,,2
RURA-ICT-00037,2023-01-28,Eastern Province,Kayonza,,Mobile Voice,Data Bundle Deduction Issue,USSD,Billed for services not subscribed to.,33,Other,In Progress,8,2
RURA-ICT-00531,08/03/2023,Northern Province,Gakenke,,Mobile Data/Internet,Poor Network Quality,USSD,,45,male,OPEN,,
RURA-ICT-00131,2023-09-06,Western Province,Ngororero,Liquid Telecom Rwanda,Mobile Voice,Slow Internet Speed,Web Portal,Mobile money transfer deducted but recipient did not receive funds.,83,Female,In Progress,1,
RURA-ICT-00206,02-15-2024,Northern Province,Musanze,Airtel Rwanda,Mobile Voice,Network Outage,Walk-in,Mobile money transfer deducted but recipient did not receive funds.,26,male,OPEN,,1
RURA-ICT-00510,18/08/2024,Kigali City,Kicukiro,liquid telecom,Fixed Voice,Network Outage,Social Media,Mobile money transfer deducted but recipient did not receive funds.,52,Male,Resolved,16,1
RURA-ICT-00867,2024-11-10,Western Province,Nyamasheke,Liquid Telecom Rwanda,Mobile Money,SIM Registration Issue,Social Media,Customer care line not answering after multiple attempts.,59,male,pending ,,
RURA-ICT-00569,27/11/2023,Northern Province,Musanze,Airtel,Mobile Voice,Data Bundle Deduction Issue,USSD,SIM card registered under wrong national ID.,85,,open,,1
RURA-ICT-00089,22/10/2024,Western Province,Ngororero,M.T.N Rwanda,SMS,Mobile Money Transaction Failure,Email,,34,male,Resolved,19,
RURA-ICT-00207,22-Jun-2023,Kigali City,Gasabo ,Airtel Rwanda,Mobile Money,Poor Network Quality,Call Center,Customer reports repeated call drops in Gasabo .,66,Other,Pending,,
RURA-ICT-00716,07-13-2024,Eastern Province,Kirehe,MTN Rwanda,Mobile Money,Data Bundle Deduction Issue,Social Media,Mobile money transfer deducted but recipient did not receive funds.,72,F,OPEN,,1
RURA-ICT-00057,19-Jul-2024,Eastern Province,Rwamagana,M.T.N Rwanda,Mobile Data/Internet,Billing Dispute,Email,Customer reports repeated call drops in Rwamagana.,-5,Other,pending ,,2
RURA-ICT-00843,24-May-2023,Western Province,Karongi,Broadband Systems Corporation,Fixed Internet,Network Outage,Social Media,Billed for services not subscribed to.,18,Female,Resolved,22,
RURA-ICT-00405,25/11/2024,Kigali City,GASABO,MTN RWANDA,Mobile Voice,Mobile Money Transaction Failure,Web Portal,Customer care line not answering after multiple attempts.,45,F,pending ,,
RURA-ICT-00123,01-18-2024,Western Province,Nyamasheke,,SMS,Poor Network Quality,Walk-in,Internet speed far below advertised package.,62,Male,open,,
RURA-ICT-00780,2024-04-26,Southern Province,Muhanga,AIRTEL,Mobile Voice,SIM Registration Issue,Social Media,No network coverage since yesterday evening.,16,male,OPEN,,2
RURA-ICT-00112,31-Dec-2024,Western Province,Nyamasheke,Broadband Systems Corporation,Mobile Voice,Billing Dispute,Call Center,No network coverage since yesterday evening.,56,female,Pending,,5
RURA-ICT-00268,14/08/2023,Southern Province,Ruhango,,Mobile Money,Poor Network Quality,Web Portal,Received unsolicited promotional SMS despite opt-out request.,80,Male,Resolved,17,3
RURA-ICT-00584,2023-01-02,Northern Province,Gicumbi,AIRTEL,Fixed Voice,Mobile Money Fraud/Scam,Call Center,Customer care line not answering after multiple attempts.,,,OPEN,,3
RURA-ICT-00877,2023-01-14,Southern Province,Gisagara,REG ICT,Fixed Internet,Service Activation Delay,Email,Complainant charged twice for the same data bundle.,78,Female,Resolved,7,3
